Taxon,Total length,No of charsets,atpB_final_alignment.fasta,matK_final_alignment.fasta,ndhF_final_alignment.fasta,rbcL_final_alignment.fasta,
Poaceae Paspalum dilatatum,9378 bp,3,(No data),5266 (3563 indels),3480 (2681 indels),632 (29 indels),
Poaceae Paspalum distichum,6767 bp,3,(No data),2706 (1683 indels),3480 (2681 indels),581 (29 indels),
Poaceae Paspalum erianthum,2565 bp,1,(No data),(No data),"2565 (7 'N', 1459 indels)",(No data),
Poaceae Paspalum eucomum,3726 bp,1,(No data),(No data),"3726 (49 'N', 1673 indels)",(No data),
Poaceae Paspalum fimbriatum,11395 bp,3,(No data),6127 (4043 indels),"3720 (48 'N', 1673 indels)",1548 (206 indels),
Poaceae Paspalum foliiforme,3728 bp,1,(No data),(No data),"3728 (5 'N', 1679 indels)",(No data),
Poaceae Paspalum gardnerianum,3667 bp,1,(No data),(No data),"3667 (47 'N', 1673 indels)",(No data),
Poaceae Paspalum geminiflorum,3685 bp,1,(No data),(No data),"3685 (52 'N', 1673 indels)",(No data),
Poaceae Paspalum heterotrichon,3672 bp,1,(No data),(No data),"3672 (99 'N', 1673 indels)",(No data),
Poaceae Paspalum hyalinum,2579 bp,1,(No data),(No data),"2579 (6 'N', 1459 indels)",(No data),
Poaceae Paspalum inaequivalve,3728 bp,1,(No data),(No data),"3728 (79 'N', 1673 indels)",(No data),
Poaceae Paspalum intermedium,3728 bp,1,(No data),(No data),"3728 (81 'N', 1673 indels)",(No data),
Poaceae Paspalum juergensii,3715 bp,1,(No data),(No data),"3715 (46 'N', 1673 indels)",(No data),
Poaceae Paspalum lanciflorum,3242 bp,1,(No data),(No data),"3242 (468 'N', 1658 indels)",(No data),
Poaceae Paspalum lineare,3723 bp,1,(No data),(No data),"3723 (132 'N', 1673 indels)",(No data),
Poaceae Paspalum macranthecium,3658 bp,1,(No data),(No data),"3658 (67 'N', 1673 indels)",(No data),
Poaceae Paspalum maculosum,3728 bp,1,(No data),(No data),"3728 (6 'N', 1673 indels)",(No data),
Poaceae Paspalum malacophyllum,3728 bp,1,(No data),(No data),"3728 (103 'N', 1673 indels)",(No data),
Poaceae Paspalum maritimum,3720 bp,1,(No data),(No data),"3720 (44 'N', 1673 indels)",(No data),
Poaceae Paspalum microstachyum,3672 bp,1,(No data),(No data),"3672 (31 'N', 1673 indels)",(No data),
Poaceae Paspalum multicaule,1896 bp,1,(No data),(No data),"1896 (6 'N', 1202 indels)",(No data),
Poaceae Paspalum notatum,6064 bp,3,(No data),1444 (868 indels),"3719 (6 'N', 1673 indels)",901 (343 indels),
Poaceae Paspalum nutans,11908 bp,3,(No data),6574 (4343 indels),3786 (1679 indels),1548 (206 indels),
Poaceae Paspalum oligostachyum,3728 bp,1,(No data),(No data),"3728 (67 'N', 1673 indels)",(No data),
Poaceae Paspalum orbiculatum,3715 bp,1,(No data),(No data),"3715 (151 'N', 1673 indels)",(No data),
Poaceae Paspalum ovale,3728 bp,1,(No data),(No data),"3728 (10 'N', 1673 indels)",(No data),
Poaceae Paspalum pallens,3724 bp,1,(No data),(No data),"3724 (7 'N', 1673 indels)",(No data),
Poaceae Paspalum paniculatum,3728 bp,1,(No data),(No data),"3728 (1 'N', 1679 indels)",(No data),
Poaceae Paspalum parviflorum,3707 bp,1,(No data),(No data),"3707 (53 'N', 1673 indels)",(No data),
Poaceae Paspalum pectinatum,2601 bp,1,(No data),(No data),"2601 (72 'N', 1459 indels)",(No data),
Poaceae Paspalum pilosum,1889 bp,1,(No data),(No data),"1889 (6 'N', 1202 indels)",(No data),
Poaceae Paspalum plicatulum,4238 bp,2,(No data),(No data),"3697 (143 'N', 1673 indels)",541 (25 indels),
Poaceae Paspalum polyphyllum,3728 bp,1,(No data),(No data),"3728 (88 'N', 1673 indels)",(No data),
Poaceae Paspalum pulchellum,3710 bp,1,(No data),(No data),"3710 (96 'N', 1673 indels)",(No data),
Poaceae Paspalum pumilum,3728 bp,1,(No data),(No data),"3728 (111 'N', 1673 indels)",(No data),
Poaceae Paspalum regnellii,3677 bp,1,(No data),(No data),"3677 (22 'N', 1673 indels)",(No data),
Poaceae Paspalum repandum,3728 bp,1,(No data),(No data),"3728 (743 'N', 1673 indels)",(No data),
Poaceae Paspalum repens,6702 bp,3,(No data),1717 (1066 indels),"3702 (93 'N', 1673 indels)",1283 (26 indels),
Poaceae Paspalum restingense,3728 bp,1,(No data),(No data),"3728 (88 'N', 1673 indels)",(No data),
Poaceae Paspalum stellatum,3674 bp,1,(No data),(No data),"3674 (45 'N', 1673 indels)",(No data),
Poaceae Paspalum subsesquiglume,3667 bp,1,(No data),(No data),"3667 (41 'N', 1673 indels)",(No data),
Poaceae Paspalum tenellum,3095 bp,2,(No data),2532 (1714 indels),563 (57 indels),(No data),
Poaceae Paspalum thrasyoides,3009 bp,1,(No data),(No data),"3009 (52 'N', 1416 indels)",(No data),
Poaceae Paspalum umbrosum,3189 bp,1,(No data),(No data),"3189 (6 'N', 1658 indels)",(No data),
Poaceae Paspalum urvillei,6407 bp,3,(No data),1717 (1066 indels),3786 (1679 indels),904 (343 indels),
Poaceae Paspalum vaginatum,9801 bp,3,(No data),5512 (3696 indels),3748 (1679 indels),541 (25 indels),
Poaceae Paspalum virgatum,2200 bp,1,(No data),2200 (1434 indels),(No data),(No data),
Poaceae Pharus lappulaceus,9960 bp,4,"1584 (1 'N', 130 indels)",3949 (2413 indels),3791 (1706 indels),636 (29 indels),
Poaceae Pharus latifolius,9324 bp,3,(No data),3979 (2437 indels),3789 (1706 indels),"1556 (1 'N', 207 indels)",
Poaceae Pharus parvifolius,4349 bp,3,1566 (121 indels),2202 (1435 indels),(No data),581 (29 indels),
Poaceae Piresia comp. OUTSIDE,5423 bp,1,(No data),5423 (3658 indels),(No data),(No data),
Poaceae Plagiantha tenella,12691 bp,3,(No data),7415 (5150 indels),"3728 (3 'N', 1688 indels)",1548 (206 indels),
Poaceae Pseudechinolaena polystachya,11770 bp,3,(No data),6153 (4052 indels),3743 (1685 indels),1874 (521 indels),
Poaceae Raddia brasiliensis,2041 bp,1,(No data),(No data),(No data),2041 (613 indels),
Poaceae Raddia distichophylla,3797 bp,1,(No data),(No data),3797 (1682 indels),(No data),
Poaceae Reimarochloa acuta,12101 bp,3,(No data),"6838 (3 'N', 4624 indels)","3715 (93 'N', 1679 indels)",1548 (206 indels),
Poaceae Renvoizea acicularifolia,3709 bp,1,(No data),(No data),3709 (1679 indels),(No data),
Poaceae Renvoizea durifolia,3728 bp,1,(No data),(No data),"3728 (1 'N', 1679 indels)",(No data),
Poaceae Renvoizea marauensis,3728 bp,1,(No data),(No data),"3728 (19 'N', 1679 indels)",(No data),
Poaceae Renvoizea restingae,3728 bp,1,(No data),(No data),"3728 (38 'N', 1679 indels)",(No data),
Poaceae Renvoizea sacciolepoides,3728 bp,1,(No data),(No data),"3728 (28 'N', 1679 indels)",(No data),
Poaceae Renvoizea trinii,3805 bp,1,(No data),(No data),3805 (1680 indels),(No data),
Poaceae Renvoizea vaginiviscosa,3728 bp,1,(No data),(No data),3728 (1679 indels),(No data),
Poaceae Rhipidocladum parviflorum,2599 bp,1,(No data),(No data),2599 (1471 indels),(No data),
Poaceae Rhytachne rottboellioides,11471 bp,3,(No data),6153 (4039 indels),3444 (1679 indels),1874 (521 indels),
Poaceae Rugoloa hylaeica,3713 bp,1,(No data),(No data),"3713 (27 'N', 1661 indels)",(No data),
Poaceae Rugoloa pilosa,11499 bp,3,(No data),6146 (4054 indels),3805 (1689 indels),1548 (206 indels),
Poaceae Rugoloa polygonata,4309 bp,2,(No data),(No data),"3728 (69 'N', 1688 indels)",581 (29 indels),
Poaceae Rupichloa acuminata,3703 bp,1,(No data),(No data),"3703 (27 'N', 1685 indels)",(No data),
Poaceae Rupichloa decidua,3710 bp,1,(No data),(No data),"3710 (10 'N', 1685 indels)",(No data),
Poaceae Saccharum comp. OUTSIDE,5171 bp,4,1505 (104 indels),1406 (790 indels),1699 (988 indels),561 (25 indels),
Poaceae Sacciolepis angustissima,3034 bp,1,(No data),(No data),3034 (1422 indels),(No data),
Poaceae Sacciolepis myuros,3722 bp,1,(No data),(No data),3722 (1685 indels),(No data),
Poaceae Sacciolepis vilvoides,13105 bp,3,(No data),7829 (5358 indels),"3728 (32 'N', 1685 indels)",1548 (206 indels),
Poaceae Schizachyrium brevifolium,10686 bp,3,(No data),5019 (3332 indels),3793 (1667 indels),1874 (521 indels),
Poaceae Schizachyrium condensatum,3789 bp,1,(No data),(No data),3789 (1686 indels),(No data),
Poaceae Schizachyrium sanguineum,10209 bp,3,(No data),5512 (3680 indels),3793 (1685 indels),904 (343 indels),
Poaceae Schizachyrium tenerum,541 bp,1,(No data),(No data),(No data),541 (25 indels),
Poaceae Setaria barbata,12404 bp,3,(No data),7138 (4867 indels),"3718 (27 'N', 1685 indels)",1548 (206 indels),
Poaceae Setaria macrostachya,3722 bp,1,(No data),(No data),"3722 (97 'N', 1685 indels)",(No data),
Poaceae Setaria megaphylla,9702 bp,3,(No data),4080 (2543 indels),3748 (1685 indels),1874 (521 indels),
Poaceae Setaria parviflora,6349 bp,3,(No data),1717 (1066 indels),3728 (1685 indels),904 (343 indels),
Poaceae Setaria paucifolia,3728 bp,1,(No data),(No data),"3728 (55 'N', 1685 indels)",(No data),
Poaceae Setaria scabrifolia,3728 bp,1,(No data),(No data),"3728 (11 'N', 1685 indels)",(No data),
Poaceae Setaria scandens,3706 bp,1,(No data),(No data),"3706 (2 'N', 1685 indels)",(No data),
Poaceae Setaria sulcata,11937 bp,3,(No data),6556 (4350 indels),3720 (1685 indels),1661 (345 indels),
Poaceae Setaria tenacissima,3696 bp,1,(No data),(No data),3696 (1685 indels),(No data),
Poaceae Setaria vulpiseta,3725 bp,1,(No data),(No data),3725 (1685 indels),(No data),
Poaceae Spartina comp. OUTSIDE,570 bp,1,(No data),(No data),(No data),570 (28 indels),
Poaceae Spartina alterniflora,4005 bp,3,(No data),1717 (1066 indels),1707 (988 indels),581 (29 indels),
Poaceae Sporobolus indicus,11134 bp,3,(No data),5512 (3701 indels),3748 (1679 indels),1874 (521 indels),
Poaceae Sporobolus tenuissimus,11775 bp,3,(No data),6153 (4058 indels),3748 (1679 indels),1874 (521 indels),
Poaceae Sporobolus virginicus,4695 bp,3,(No data),1717 (1066 indels),1721 (988 indels),1257 (26 indels),
Poaceae Chloris elata,12588 bp,3,(No data),7254 (5041 indels),3786 (1688 indels),1548 (206 indels),
Poaceae Steinchisma decipiens,3728 bp,1,(No data),(No data),"3728 (59 'N', 1661 indels)",(No data),
Poaceae Steinchisma hians,12851 bp,3,(No data),7427 (5113 indels),3728 (1688 indels),1696 (298 indels),
Poaceae Steinchisma laxum,7727 bp,3,(No data),1955 (1240 indels),3728 (1688 indels),2044 (613 indels),
Poaceae Steinchisma stenophyllum,3728 bp,1,(No data),(No data),3728 (1688 indels),(No data),
Poaceae Stenotaphrum secundatum,9946 bp,3,(No data),5314 (3575 indels),3728 (1685 indels),904 (343 indels),
Poaceae Stephostachys mertensii,12810 bp,3,(No data),7534 (5188 indels),"3728 (200 'N', 1542 indels)",1548 (206 indels),
Poaceae Streptochaeta angustifolia,11747 bp,4,1639 (145 indels),4064 (2510 indels),4003 (1813 indels),2041 (613 indels),
Poaceae Streptochaeta spicata,4530 bp,2,(No data),3949 (2412 indels),(No data),581 (29 indels),
Poaceae Streptogyna americana,5815 bp,2,(No data),(No data),3793 (1685 indels),"2022 (1 'N', 646 indels)",
Poaceae Streptostachys asperifolia,12986 bp,3,(No data),7748 (5324 indels),3690 (1680 indels),1548 (206 indels),
Poaceae Streptostachys lanciflora,3728 bp,1,(No data),(No data),"3728 (24 'N', 1679 indels)",(No data),
Poaceae Sucrea maculata,3790 bp,1,(No data),(No data),3790 (1679 indels),(No data),
Poaceae Tatianyx arnacites,11060 bp,3,(No data),7530 (5201 indels),1982 (697 indels),1548 (206 indels),
Poaceae Trachypogon spicatus,5760 bp,3,(No data),1406 (790 indels),3793 (1685 indels),561 (25 indels),
Poaceae Tragus berteronianus,10718 bp,3,(No data),5516 (3695 indels),3793 (1685 indels),1409 (201 indels),
Poaceae Tridens comp. OUTSIDE,6266 bp,3,(No data),3949 (2407 indels),1735 (988 indels),582 (29 indels),
Poaceae Tripogon comp. OUTSIDE,10123 bp,3,(No data),5512 (3701 indels),2737 (1539 indels),1874 (521 indels),
Poaceae Tripogon spicatus,1735 bp,1,(No data),(No data),1735 (994 indels),(No data),
Poaceae Tripsacum comp. OUTSIDE,11775 bp,3,(No data),6153 (4045 indels),3748 (1685 indels),1874 (521 indels),
Poaceae Tristachya comp. OUTSIDE,10123 bp,3,(No data),5512 (3704 indels),2737 (1533 indels),1874 (521 indels),
Poaceae Urochloa comp. OUTSIDE,9027 bp,3,(No data),5516 (3694 indels),2027 (1267 indels),1484 (345 indels),
Poaceae Zizaniopsis comp. OUTSIDE,5408 bp,2,(No data),4139 (2569 indels),(No data),1269 (26 indels),
Podostemaceae Apinagia fimbrifolia,1136 bp,1,(No data),(No data),(No data),1136 (26 indels),
Podostemaceae Apinagia richardiana,1191 bp,1,(No data),(No data),(No data),1191 (26 indels),
Podostemaceae Apinagia riedelii,4308 bp,2,(No data),"2835 (1 'N', 1749 indels)",(No data),1473 (177 indels),
Podostemaceae Castelnavia princeps,3520 bp,2,(No data),2329 (1491 indels),(No data),1191 (26 indels),
Podostemaceae Ceratolacis pedunculatum,1170 bp,1,(No data),(No data),(No data),1170 (26 indels),
Podostemaceae Cipoia ramosa,3499 bp,2,(No data),2376 (1499 indels),(No data),1123 (26 indels),
Podostemaceae Diamantina lombardii,2934 bp,2,(No data),1811 (1219 indels),(No data),1123 (26 indels),
Podostemaceae Lophogyne lacunosa,3511 bp,2,(No data),2333 (1492 indels),(No data),1178 (30 indels),
Podostemaceae Marathrum comp. OUTSIDE,5168 bp,3,868 (32 indels),2835 (1743 indels),(No data),1465 (176 indels),
Podostemaceae Mourera fluviatilis,4531 bp,2,(No data),3949 (2425 indels),(No data),582 (29 indels),
Podostemaceae Podostemum scaturiginum,3913 bp,2,(No data),"2448 (6 'N', 1510 indels)",(No data),1465 (176 indels),
Podostemaceae Podostemum weddellianum,3949 bp,1,(No data),3949 (2422 indels),(No data),(No data),
Podostemaceae Rhyncholacis comp. OUTSIDE,5416 bp,2,(No data),3949 (2422 indels),(No data),1467 (176 indels),
Podostemaceae Tristicha trifaria,3976 bp,2,(No data),2835 (1737 indels),(No data),1141 (26 indels),
Podostemaceae Weddellina squamulosa,3529 bp,2,(No data),2391 (1494 indels),(No data),1138 (26 indels),
Polygalaceae Asemeia acuminata,2034 bp,1,(No data),(No data),(No data),2034 (613 indels),
Polygalaceae Asemeia hebeclada,1694 bp,1,(No data),(No data),(No data),1694 (298 indels),
Polygalaceae Asemeia monninoides,2386 bp,1,(No data),2386 (1501 indels),(No data),(No data),
Polygalaceae Asemeia violacea,5687 bp,2,(No data),4786 (3257 indels),(No data),901 (343 indels),
Polygalaceae Bredemeyera floribunda,6527 bp,2,(No data),"4786 (6 'N', 3254 indels)",(No data),1741 (336 indels),
Polygalaceae Bredemeyera martiana,2763 bp,1,(No data),2763 (2021 indels),(No data),(No data),
Polygalaceae Caamembeca autranii,3485 bp,1,(No data),3485 (2387 indels),(No data),(No data),
Polygalaceae Caamembeca grandifolia,4687 bp,1,(No data),4687 (3288 indels),(No data),(No data),
Polygalaceae Caamembeca insignis,2274 bp,1,(No data),2274 (1437 indels),(No data),(No data),
Polygalaceae Caamembeca oleifolia,4725 bp,2,(No data),2807 (2040 indels),(No data),1918 (546 indels),
Polygalaceae Caamembeca oxyphylla,4316 bp,2,(No data),2393 (1505 indels),(No data),1923 (546 indels),
Polygalaceae Caamembeca spectabilis,3370 bp,2,(No data),2807 (2041 indels),(No data),563 (25 indels),
Polygalaceae Caamembeca ulei,4687 bp,1,(No data),4687 (3288 indels),(No data),(No data),
Polygalaceae Gymnospora violoides,1888 bp,1,(No data),(No data),(No data),1888 (522 indels),
Polygalaceae Monnina exalata,2411 bp,1,(No data),2411 (1657 indels),(No data),(No data),
Polygalaceae Monnina insignis,2344 bp,1,(No data),2344 (1660 indels),(No data),(No data),
Polygalaceae Monnina stenophylla,2169 bp,1,(No data),2169 (1586 indels),(No data),(No data),
Polygalaceae Moutabea comp. OUTSIDE,4199 bp,2,(No data),2624 (1860 indels),(No data),1575 (252 indels),
Polygalaceae Polygala cyparissias,2812 bp,1,(No data),"2812 (1 'N', 2073 indels)",(No data),(No data),
Polygalaceae Polygala galioides,5957 bp,2,(No data),4220 (3140 indels),(No data),"1737 (3 'N', 336 indels)",
Polygalaceae Polygala hygrophila,5917 bp,2,(No data),4176 (2651 indels),(No data),"1741 (1 'N', 336 indels)",
Polygalaceae Polygala longicaulis,5868 bp,2,(No data),"4177 (30 'N', 2742 indels)",(No data),1691 (298 indels),
Polygalaceae Polygala paniculata,5360 bp,2,(No data),"3619 (1 'N', 2238 indels)",(No data),1741 (336 indels),
Polygalaceae Polygala subtilis,5961 bp,2,(No data),4220 (2692 indels),(No data),1741 (336 indels),
Polygalaceae Securidaca bialata,1698 bp,1,(No data),(No data),(No data),1698 (298 indels),
Polygalaceae Securidaca diversifolia,2763 bp,2,(No data),2199 (1396 indels),(No data),564 (27 indels),
Polygonaceae Coccoloba coronata,2763 bp,2,(No data),2181 (1425 indels),(No data),582 (29 indels),
Polygonaceae Coccoloba mollis,3586 bp,2,(No data),2011 (1290 indels),(No data),1575 (252 indels),
Polygonaceae Coccoloba parimensis,2710 bp,2,(No data),2145 (1427 indels),(No data),565 (27 indels),
Polygonaceae Coccoloba peltata,4108 bp,3,(No data),"2368 (1 'N', 1627 indels)","1070 (1 'N', 213 indels)","670 (1 'N', 26 indels)",
Polygonaceae Polygonum acuminatum,3806 bp,2,(No data),2197 (1633 indels),(No data),1609 (249 indels),
Polygonaceae Polygonum glabrum,3152 bp,2,(No data),2248 (1648 indels),(No data),904 (343 indels),
Polygonaceae Polygonum hispidum,2248 bp,1,(No data),2248 (1648 indels),(No data),(No data),
Polygonaceae Polygonum hydropiperoides,8650 bp,2,(No data),"7746 (3 'N', 5315 indels)",(No data),904 (343 indels),
Polygonaceae Polygonum persicaria,2834 bp,2,(No data),2253 (1648 indels),(No data),581 (29 indels),
Polygonaceae Polygonum punctatum,8327 bp,2,(No data),7746 (5315 indels),(No data),581 (29 indels),
Polygonaceae Polygonum aviculare,4500 bp,3,(No data),1725 (1044 indels),1863 (693 indels),912 (344 indels),
Polygonaceae Rumex acetosella,4186 bp,3,(No data),2212 (1432 indels),"1393 (1 'N', 678 indels)",581 (29 indels),
Polygonaceae Ruprechtia apetala,5619 bp,2,(No data),4457 (3616 indels),1162 (215 indels),(No data),
Polygonaceae Ruprechtia laxiflora,4423 bp,3,(No data),"2363 (17 'N', 1627 indels)","760 (36 'N', 65 indels)","1300 (3 'N', 26 indels)",
Polygonaceae Ruprechtia lundii,3613 bp,2,(No data),2483 (1689 indels),1130 (213 indels),(No data),
Polygonaceae Symmeria paniculata,3980 bp,3,(No data),"2321 (2 'N', 1603 indels)",1070 (213 indels),"589 (4 'N', 61 indels)",
Polygonaceae Triplaris americana,6182 bp,3,(No data),"2298 (1 'N', 1489 indels)","1863 (8 'N', 693 indels)",2021 (613 indels),
Pontederiaceae Eichhornia azurea,1550 bp,1,(No data),(No data),(No data),1550 (207 indels),
Pontederiaceae Eichhornia crassipes,7651 bp,4,1560 (122 indels),1754 (1156 indels),3756 (1697 indels),581 (29 indels),
Pontederiaceae Eichhornia diversifolia,1550 bp,1,(No data),(No data),(No data),"1550 (12 'N', 207 indels)",
Pontederiaceae Eichhornia heterosperma,1550 bp,1,(No data),(No data),(No data),"1550 (1 'N', 207 indels)",
Pontederiaceae Eichhornia paniculata,1547 bp,1,(No data),(No data),(No data),"1547 (8 'N', 207 indels)",
Pontederiaceae Eichhornia paradoxa,1550 bp,1,(No data),(No data),(No data),1550 (207 indels),
Pontederiaceae Heteranthera oblongifolia,1550 bp,1,(No data),(No data),(No data),"1550 (1 'N', 207 indels)",
Pontederiaceae Heteranthera rotundifolia,1550 bp,1,(No data),(No data),(No data),"1550 (11 'N', 207 indels)",
Pontederiaceae Heteranthera seubertiana,1550 bp,1,(No data),(No data),(No data),"1550 (5 'N', 207 indels)",
Pontederiaceae Heteranthera zosterifolia,1550 bp,1,(No data),(No data),(No data),1550 (207 indels),
Pontederiaceae Hydrothrix gardneri,8906 bp,4,"1608 (6 'N', 139 indels)",2332 (1494 indels),3767 (1697 indels),"1199 (3 'N', 30 indels)",
Pontederiaceae Pontederia cordata,4257 bp,3,"1562 (2 'N', 121 indels)",1791 (1182 indels),(No data),904 (343 indels),
Pontederiaceae Pontederia rotundifolia,1550 bp,1,(No data),(No data),(No data),1550 (207 indels),
Pontederiaceae Pontederia sagittata,1550 bp,1,(No data),(No data),(No data),"1550 (1 'N', 207 indels)",
Portulacaceae Portulaca amilis,6283 bp,3,(No data),1719 (1062 indels),3660 (1661 indels),904 (343 indels),
Portulacaceae Portulaca elatior,3673 bp,1,(No data),(No data),3673 (1658 indels),(No data),
Portulacaceae Portulaca grandiflora,8345 bp,3,(No data),"3949 (7 'N', 2419 indels)",3815 (1674 indels),581 (29 indels),
Portulacaceae Portulaca halimoides,7373 bp,3,(No data),2408 (1504 indels),3667 (1670 indels),1298 (26 indels),
Portulacaceae Portulaca oleracea,8339 bp,4,"1573 (2 'N', 130 indels)",2367 (1503 indels),3745 (1661 indels),654 (25 indels),
Portulacaceae Portulaca pilosa,6296 bp,3,(No data),1719 (1062 indels),3673 (1661 indels),904 (343 indels),
Portulacaceae Portulaca umbraticola,3673 bp,1,(No data),(No data),3673 (1655 indels),(No data),
Potamogetonaceae Potamogeton illinoensis,580 bp,1,(No data),(No data),(No data),580 (29 indels),
Potamogetonaceae Potamogeton nodosus,2879 bp,2,(No data),2298 (1485 indels),(No data),581 (29 indels),
Potamogetonaceae Potamogeton pusillus,4482 bp,3,1603 (127 indels),2298 (1485 indels),(No data),581 (29 indels),
Potamogetonaceae Stuckenia filiformis,4307 bp,3,1505 (104 indels),1897 (1222 indels),(No data),905 (15 indels),
Primulaceae Lysimachia arvensis,6747 bp,3,(No data),2288 (1500 indels),"3556 (1 'N', 1694 indels)",903 (26 indels),
Primulaceae Ardisia guianensis,2666 bp,2,(No data),1938 (1244 indels),(No data),728 (29 indels),
Primulaceae Cybianthus peruvianus,2376 bp,2,(No data),1648 (1021 indels),(No data),728 (29 indels),
Primulaceae Geissanthus comp. OUTSIDE,2021 bp,1,(No data),(No data),(No data),"2021 (5 'N', 613 indels)",
Primulaceae Jacquinia comp. OUTSIDE,7550 bp,4,1588 (127 indels),1719 (1068 indels),"2565 (1 'N', 1463 indels)","1678 (1 'N', 294 indels)",
Primulaceae Lysimachia minima,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Primulaceae Myrsine coriacea,2735 bp,2,(No data),"2159 (1 'N', 1434 indels)",(No data),576 (28 indels),
Primulaceae Myrsine umbellata,3195 bp,2,(No data),2284 (1447 indels),(No data),911 (344 indels),
Primulaceae Myrsine venosa,2945 bp,2,(No data),2217 (1438 indels),(No data),728 (29 indels),
Proteaceae Euplassa inaequalis,10849 bp,4,1612 (139 indels),3949 (2419 indels),"3741 (86 'N', 1695 indels)",1547 (227 indels),
Proteaceae Panopsis sessilifolia,582 bp,1,(No data),(No data),(No data),582 (29 indels),
Proteaceae Roupala montana,10289 bp,4,1636 (145 indels),3949 (2419 indels),"3788 (1 'N', 1734 indels)",916 (344 indels),
Ranunculaceae Ranunculus bonariensis,5334 bp,1,(No data),5334 (3594 indels),(No data),(No data),
Ranunculaceae Ranunculus flagelliformis,5641 bp,1,(No data),"5641 (415 'N', 3889 indels)",(No data),(No data),
Rapateaceae Rapatea paludosa,4368 bp,2,(No data),(No data),"3786 (332 'N', 1676 indels)",582 (29 indels),
Rhabdodendraceae Rhabdodendron comp. OUTSIDE,8874 bp,4,"1602 (7 'N', 139 indels)","2326 (1 'N', 1510 indels)","3371 (2 'N', 1971 indels)",1575 (252 indels),
Rhamnaceae Colubrina glandulosa,581 bp,1,(No data),(No data),(No data),581 (29 indels),
Rhamnaceae Condalia comp. OUTSIDE,3719 bp,2,(No data),2408 (1519 indels),(No data),1311 (26 indels),
Rhamnaceae Crumenaria erecta,2000 bp,1,(No data),(No data),(No data),2000 (613 indels),
Rhamnaceae Reissekia smilacina,1703 bp,1,(No data),(No data),(No data),1703 (298 indels),
Rhamnaceae Rhamnidium elaeocarpum,2021 bp,1,(No data),(No data),(No data),2021 (613 indels),
Rhamnaceae Rhamnus sphaerosperma,2150 bp,1,(No data),2150 (1422 indels),(No data),(No data),
Rhizophoraceae Paradrypetes comp. OUTSIDE,9303 bp,4,1576 (127 indels),4272 (2912 indels),1759 (977 indels),"1696 (7 'N', 298 indels)",
Rhizophoraceae Rhizophora mangle,9189 bp,4,"1639 (18 'N', 136 indels)","1522 (1 'N', 947 indels)","4007 (252 'N', 1544 indels)","2021 (61 'N', 613 indels)",
Rhizophoraceae Rhizophora racemosa,1665 bp,1,(No data),(No data),(No data),1665 (294 indels),
Rhizophoraceae Rhizophora harrisonii,1665 bp,1,(No data),(No data),(No data),1665 (294 indels),
Rosaceae Prunus myrtifolia,6368 bp,3,(No data),2213 (1429 indels),3613 (1670 indels),542 (25 indels),
Rosaceae Rubus rosifolius,2872 bp,2,(No data),2179 (1435 indels),(No data),693 (25 indels),
Rosaceae Rubus urticifolius,2737 bp,2,(No data),2183 (1437 indels),(No data),554 (25 indels),
Rubiaceae Alseis floribunda,5957 bp,2,(No data),2192 (1430 indels),"3765 (1 'N', 1688 indels)",(No data),
Rubiaceae Amaioua glomerulata,2767 bp,2,(No data),"2185 (1 'N', 1426 indels)",(No data),582 (29 indels),
Rubiaceae Amaioua guianensis,4462 bp,2,(No data),(No data),"3736 (18 'N', 1688 indels)",726 (29 indels),
Rubiaceae Amaioua intermedia,2835 bp,2,(No data),2116 (1378 indels),(No data),719 (29 indels),
Rubiaceae Appunia comp. OUTSIDE,3820 bp,2,(No data),(No data),2120 (1264 indels),"1700 (1 'N', 298 indels)",
Rubiaceae Augusta longifolia,2561 bp,1,(No data),(No data),2561 (1081 indels),(No data),
Rubiaceae Bathysa stipulata,7664 bp,3,(No data),2192 (1430 indels),"3776 (1 'N', 1688 indels)",1696 (298 indels),
Rubiaceae Bertiera guianensis,11376 bp,3,(No data),5905 (3890 indels),3725 (1694 indels),1746 (335 indels),
Rubiaceae Carapichea ipecacuanha,1746 bp,1,(No data),(No data),(No data),1746 (320 indels),
Rubiaceae Chimarrhis turbinata,2918 bp,2,(No data),2192 (1430 indels),(No data),726 (29 indels),
Rubiaceae Chiococca alba,6730 bp,3,(No data),2168 (1425 indels),"3980 (10 'N', 1776 indels)",582 (29 indels),
Rubiaceae Chomelia angustifolia,5253 bp,2,(No data),(No data),3747 (1682 indels),"1506 (2 'N', 227 indels)",
Rubiaceae Coccocypselum condalia,5465 bp,2,(No data),(No data),3766 (1676 indels),1699 (298 indels),
Rubiaceae Coccocypselum hirsutum,3809 bp,1,(No data),(No data),"3809 (1 'N', 1677 indels)",(No data),
Rubiaceae Condaminea corymbosa,9411 bp,3,(No data),3949 (2431 indels),3786 (1688 indels),1676 (294 indels),
Rubiaceae Cordiera myrciifolia,2859 bp,2,(No data),2131 (1378 indels),(No data),728 (29 indels),
Rubiaceae Coussarea hydrangeifolia,5488 bp,2,(No data),(No data),3791 (1692 indels),1697 (298 indels),
Rubiaceae Coutarea hexandra,6726 bp,3,(No data),2298 (1482 indels),3869 (1702 indels),559 (25 indels),
Rubiaceae Declieuxia cordigera,5485 bp,2,(No data),(No data),3805 (1680 indels),1680 (294 indels),
